Name,Known As,Born,Career,Matches,Inns,Runs,100s,HS,Bat Avg,Wkts,4W,Bowl Avg,E/R,Best,Country,Format
M E K Hussey,Michael Hussey,27/05/1975,2005-2012,38,30,721,0,60,37.95,0,0,-,5.00,0/5,AUS,W
J P Inglis*,Josh Inglis,04/03/1995,2022-,29,28,706,2,110*,30.70,0,0,-,-,,AUS,W
M G Johnson,Mitchell Johnson,02/11/1981,2007-2013,30,17,109,0,28,10.90,38,0,20.97,7.29,3/15,AUS,W
S H Johnson*,Spencer Johnson,16/12/1995,2023-,8,1,0,0,0*,0.00,14,1,17.07,8.96,5/26,AUS,W
M S Kasprowicz,Michael Kasprowicz,10/02/1972,2005-2005,2,1,3,0,3,0.00,5,1,11.40,8.14,4/29,AUS,W
S M Katich,Simon Katich,21/08/1975,2005-2006,3,2,69,0,39*,34.50,0,0,-,-,,AUS,W
U T Khawaja*,Usman Khawaja,18/12/1986,2016-2016,9,9,241,0,58*,26.78,0,0,-,-,,AUS,W
M Klinger,Michael Klinger,04/07/1980,2017-2017,3,3,143,0,62*,47.67,0,0,-,-,,AUS,W
M Labuschagne*,Marnus Labuschagne,22/06/1994,2022-2022,1,1,2,0,2*,2.00,0,0,-,-,,AUS,W
B Laughlin,Ben Laughlin,03/10/1982,2009-2013,3,0,0,0,0*,0.00,2,0,59.00,9.97,1/32,AUS,W
B Lee,Brett Lee,08/11/1976,2005-2012,25,12,101,0,43,16.83,28,0,25.50,7.86,3/23,AUS,W
M L Lewis,Michael Lewis,29/06/1974,2006-2006,2,0,0,0,0*,0.00,4,0,12.25,6.53,2/18,AUS,W
C A Lynn,Chris Lynn,10/04/1990,2014-2018,18,16,291,0,44*,19.40,0,0,-,-,,AUS,W
N M Lyon*,Nathan Lyon,20/11/1987,2016-2018,2,1,4,0,4,0.00,1,0,48.00,9.60,1/33,AUS,W
N J Maddinson,Nicolas Maddinson,21/12/1991,2013-2018,6,4,45,0,34*,11.25,0,0,-,-,,AUS,W
M R Marsh*,Mitchell Marsh,20/10/1991,2011-,65,62,1629,0,92,31.94,17,0,22.76,7.74,3/24,AUS,W
S E Marsh,Shaun Marsh,09/07/1983,2008-2016,15,15,255,0,47,18.21,0,0,-,-,,AUS,W
D R Martyn,Damien Martyn,21/10/1971,2005-2006,4,4,120,0,96*,30.00,0,0,-,-,,AUS,W
G J Maxwell*,Glenn Maxwell,14/10/1988,2012-,116,106,2664,5,145,29.93,43,0,30.95,8.01,3/10,AUS,W
B R McDermott*,Ben McDermott,12/12/1994,2018-,25,23,342,0,54*,18.00,0,0,-,-,,AUS,W
G D McGrath,Glenn McGrath,09/02/1970,2005-2005,2,1,5,0,5*,5.00,5,0,15.80,9.88,3/31,AUS,W
C J McKay,Clinton McKay,22/02/1983,2010-2013,6,4,19,0,7*,9.50,4,0,45.75,8.07,2/24,AUS,W
R P Meredith*,Riley Meredith,21/06/1996,2021-,6,0,0,0,0*,0.00,9,0,24.67,9.72,3/48,AUS,W
J M Muirhead,James Muirhead,30/07/1993,2014-2014,5,2,4,0,3*,4.00,6,0,18.17,7.27,2/13,AUS,W
D P Nannes,Dirk Nannes,16/05/1976,2009-2010,15,4,16,0,12,16.00,27,1,14.93,7.60,4/18,AUS,W
P M Nevill,Peter Nevill,13/10/1985,2016-2016,9,5,25,0,10,25.00,0,0,-,-,,AUS,W
A A Noffke,Ashley Noffke,30/04/1977,2007-2008,2,1,0,0,0*,0.00,4,0,10.25,5.47,3/18,AUS,W
M J North,Marcus North,28/07/1979,2009-2009,1,1,20,0,20*,20.00,0,0,-,-,,AUS,W
S N J O'Keefe,Steve O'Keefe,09/12/1984,2010-2011,7,5,32,0,22*,6.40,6,0,24.83,7.84,3/29,AUS,W
T D Paine,Tim Paine,08/12/1984,2009-2017,10,7,47,0,21*,7.83,0,0,-,-,,AUS,W
J L Pattinson,James Pattinson,03/05/1990,2011-2012,4,2,5,0,5,0.00,3,0,34.67,8.00,2/17,AUS,W
J R Philippe*,Josh Philippe,01/06/1997,2021-,12,12,150,0,45*,12.50,0,0,-,-,,AUS,W
L A Pommersbach,Luke Pommersbach,28/09/1984,2007-2007,1,1,15,0,15*,15.00,0,0,-,-,,AUS,W
R T Ponting,Ricky Ponting,19/12/1974,2005-2009,17,16,401,0,98,28.64,0,0,-,-,,AUS,W
N J Reardon,Nathan Reardon,08/11/1984,2014-2014,2,1,4,0,4*,4.00,0,0,-,-,,AUS,W
J A Richardson*,Jhye Richardson,20/09/1996,2017-,18,8,45,0,11*,15.00,19,0,29.26,8.42,3/26,AUS,W
K W Richardson*,Kane Richardson,12/02/1991,2014-,36,7,17,0,9*,4.25,45,1,23.53,8.40,4/30,AUS,W
B J Rohrer,Ben Rohrer,26/03/1981,2013-2013,1,1,16,0,16*,16.00,0,0,-,-,,AUS,W
L Ronchi,Luke Ronchi,23/04/1981,2008-2009,3,2,47,0,36*,23.50,0,0,-,-,,AUS,W
D R Sams*,Daniel Sams,27/10/1992,2020-,10,7,106,0,41*,26.50,7,0,43.57,10.17,2/33,AUS,W
T Sangha*,Tanveer Sangha,26/11/2001,2023-,7,1,2,0,2,0.00,10,1,24.90,8.89,4/31,AUS,W
D J M Short,D'Arcy Short,09/08/1990,2018-2020,23,23,642,0,76*,30.57,3,0,50.33,7.95,1/13,AUS,W
M W Short*,Matthew Short,08/11/1995,2023-,14,13,293,0,66*,22.54,7,1,13.00,11.38,5/22,AUS,W
P M Siddle,Peter Siddle,25/11/1984,2009-2010,2,1,1,0,1,0.00,3,0,19.33,7.25,2/24,AUS,W
S P D Smith*,Steve Smith,02/06/1989,2010-,67,55,1094,0,90*,25.44,17,0,22.18,7.77,3/20,AUS,W
B Stanlake,Billy Stanlake,04/11/1994,2017-2019,19,2,9,0,7*,9.00,27,1,20.15,7.77,4/8,AUS,W
M A Starc*,Mitchell Starc,30/01/1990,2012-,65,21,98,0,14*,9.80,79,1,23.86,7.76,4/20,AUS,W
M P Stoinis*,Marcus Stoinis,16/08/1989,2015-,74,61,1245,0,78*,31.92,45,1,24.02,8.65,4/23,AUS,W
M J Swepson*,Mitchell Swepson,04/10/1993,2018-,8,5,32,0,14,0.00,11,0,18.55,8.16,3/12,AUS,W
A Symonds,Andrew Symonds,09/06/1975,2005-2009,14,11,337,0,85,48.14,8,0,34.63,8.98,2/14,AUS,W
S W Tait,Shaun Tait,22/02/1983,2007-2016,21,6,11,0,6*,2.75,28,0,21.04,7.39,3/13,AUS,W
A J Turner*,Ashton Turner,25/01/1993,2017-,19,14,110,0,24*,12.22,4,0,20.50,6.31,2/12,AUS,W
A J Tye,Andrew Tye,12/12/1986,2016-2021,32,15,83,0,20*,10.38,47,1,21.21,8.76,4/23,AUS,W
A C Voges,Adam Voges,04/10/1979,2007-2013,7,5,139,0,51*,46.33,2,0,2.50,2.50,2/5,AUS,W
M S Wade*,Matthew Wade,26/12/1987,2011-,92,68,1202,0,80*,26.13,0,0,-,-,,AUS,W
D A Warner,David Warner,27/10/1986,2009-2024,110,110,3277,1,100,33.44,0,0,-,-,,AUS,W
S R Watson,Shane Watson,17/06/1981,2006-2016,58,56,1462,1,124,29.24,48,1,24.73,7.66,4/15,AUS,W
C L White,Cameron White,18/08/1983,2007-2014,47,44,984,0,85,32.80,1,0,51.00,7.29,1/11,AUS,W
J D Wildermuth,Jack Wildermuth,01/09/1993,2018-2018,2,1,1,0,1,0.00,1,0,32.00,10.67,1/16,AUS,W
A Zampa*,Adam Zampa,31/03/1992,2016-,95,22,68,0,13,5.67,117,3,21.01,7.21,5/19,AUS,W
Total Players = 111,,,,,,,,,,,,,,,AUS,W
Abhishek Sharma*,Abhishek Sharma,04/09/2000,2024-,17,16,535,2,135*,33.44,6,0,25.50,8.05,2/3,IND,W
A B Agarkar,Ajit Agarkar,04/12/1977,2006-2007,4,2,15,0,14*,7.50,3,0,28.33,8.10,2/10,IND,W
K K Ahmed*,Khaleel Ahmed,05/12/1997,2018-,18,2,1,0,1,0.00,16,0,35.13,8.52,2/27,IND,W
S Aravind,Sreenath Aravind,08/04/1984,2015-2015,1,0,0,0,0*,0.00,1,0,44.00,12.00,1/44,IND,W
Arshdeep Singh*,Arshdeep Singh,05/02/1999,2022-,63,21,71,0,12*,8.88,99,2,18.30,8.30,4/9,IND,W
R Ashwin,Ravichandran Ashwin,17/09/1986,2010-2022,65,19,184,0,31,26.29,72,2,23.22,6.91,4/8,IND,W
Avesh Khan*,Avesh Khan,13/12/1996,2022-,25,5,27,0,16*,13.50,27,1,27.85,9.04,4/18,IND,W
P Awana,Parvinder Awana,19/07/1986,2012-2012,2,0,0,0,0*,0.00,0,0,-,11.83,0/29,IND,W
S Badrinath,Subramaniam Badrinath,30/08/1980,2011-2011,1,1,43,0,43*,43.00,0,0,-,-,,IND,W
L Balaji,Lakshmipathy Balaji,27/09/1981,2012-2012,5,0,0,0,0*,0.00,10,0,12.10,7.56,3/19,IND,W
S T R Binny,Stuart Binny,03/06/1984,2015-2016,3,2,35,0,24*,17.50,1,0,54.00,10.80,1/14,IND,W
J J Bumrah*,Jasprit Bumrah,06/12/1993,2016-,70,8,8,0,7*,2.67,89,0,17.74,6.28,3/7,IND,W
Y S Chahal*,Yuzvendra Chahal,23/07/1990,2016-,80,6,6,0,3,3.00,96,3,25.09,8.19,6/25,IND,W
D L Chahar*,Deepak Chahar,07/08/1992,2018-,25,7,53,0,31*,26.50,31,1,24.10,8.30,6/7,IND,W
R D Chahar,Rahul Chahar,04/08/1999,2019-2021,6,1,5,0,5*,5.00,7,0,23.86,7.59,3/15,IND,W
P P Chawla,Piyush Chawla,24/12/1988,2010-2012,7,1,0,0,0*,0.00,4,0,37.75,6.57,2/13,IND,W
T U Deshpande*,Tushar Deshpande,15/05/1995,2024-,2,0,0,0,0*,0.00,2,0,27.50,9.17,1/25,IND,W
R Dhawan,Rishi Dhawan,19/02/1990,2016-2016,1,1,1,0,1,0.00,1,0,42.00,10.50,1/42,IND,W
S Dhawan*,Shikhar Dhawan,05/12/1985,2011-2021,68,66,1759,0,92*,27.92,0,0,-,-,,IND,W
M S Dhoni,M S Dhoni,07/07/1981,2006-2019,98,85,1617,0,56*,37.60,0,0,-,-,,IND,W
A B Dinda,Ashok Dinda,25/03/1984,2009-2012,9,2,22,0,19*,22.00,17,1,14.41,8.17,4/19,IND,W
R Dravid,Rahul Dravid,11/01/1973,2011-2011,1,1,31,0,31*,31.00,0,0,-,-,,IND,W
S Dube*,Shivam Dube,26/06/1993,2019-,35,26,531,0,63,31.24,13,0,34.23,9.37,3/30,IND,W
R D Gaikwad*,Ruturaj Gaikwad,31/01/1997,2021-,23,20,633,1,123,39.56,0,0,-,-,,IND,W
G Gambhir,Gautam Gambhir,14/10/1981,2007-2012,37,36,932,0,75*,27.41,0,0,-,-,,IND,W
Harbhajan Singh,Harbhajan Singh,03/07/1980,2006-2016,28,13,108,0,21*,13.50,25,1,25.32,6.21,4/12,IND,W
D J Hooda*,Deepak Hooda,19/04/1995,2022-,21,17,368,1,104*,30.67,6,1,12.67,4.80,4/10,IND,W
Ishan Kishan*,Ishan Kishan,18/07/1998,2021-,32,32,796,0,89*,25.68,0,0,-,-,,IND,W
S S Iyer*,Shreyas Iyer,06/12/1994,2017-,51,47,1104,0,74,30.67,0,0,-,6.00,0/2,IND,W
V R Iyer,Venkatesh Iyer,25/12/1994,2021-2022,9,7,133,0,35,33.25,5,0,15.00,8.18,2/23,IND,W
R A Jadeja*,Ravindra Jadeja,06/12/1988,2009-,74,41,515,0,46,21.46,54,0,29.85,7.13,3/15,IND,W
K M Jadhav,Kedar Jadhav,26/03/1985,2015-2017,9,6,122,0,58*,20.33,0,0,-,-,,IND,W
Y B K Jaiswal*,Yashasvi Jaiswal,28/12/2001,2023-,23,22,723,1,100*,36.15,0,0,-,11.00,0/11,IND,W
Joginder Sharma,Joginder Sharma,23/10/1983,2007-2007,4,0,0,0,0*,0.00,4,0,34.50,9.52,2/20,IND,W
D C Jurel*,Dhruv Jurel,21/01/2001,2024-,4,3,12,0,6*,4.00,0,0,-,-,,IND,W
K D Karthik*,Dinesh Karthik,01/06/1985,2006-,59,47,686,0,55*,27.44,0,0,-,18.00,0/18,IND,W
M Kartik,Murali Kartik,11/09/1976,2007-2007,1,0,0,0,0*,0.00,0,0,-,6.75,0/27,IND,W
S Kaul,Siddarth Kaul,19/05/1990,2018-2019,3,0,0,0,0*,0.00,4,0,21.00,8.69,2/35,IND,W
Z Khan,Zaheer Khan,07/10/1978,2006-2012,17,4,13,0,9*,6.50,17,1,26.35,7.64,4/19,IND,W
R S Kishore*,Sai Kishore,06/11/1996,2023-,3,0,0,0,0*,0.00,4,0,15.75,5.25,3/12,IND,W
V Kohli*,Virat Kohli,05/11/1988,2010-,125,117,4188,1,122,48.70,4,0,51.00,8.05,1/13,IND,W
Kuldeep Yadav*,Kuldeep Yadav,14/12/1994,2017-,40,7,46,0,23,11.50,69,3,14.07,6.77,5/17,IND,W
D S Kulkarni,Dhawal Kulkarni,10/12/1988,2016-2016,2,1,1,0,1,0.00,3,0,18.33,6.88,2/23,IND,W
B Kumar*,Bhuvneshwar Kumar,05/02/1990,2012-,87,21,67,0,16*,8.38,90,5,23.10,6.96,5/4,IND,W
M Kumar*,Mukesh Kumar,12/10/1993,2023-,17,4,5,0,4,5.00,20,1,24.35,9.02,4/22,IND,W
P Kumar,Praveen Kumar,02/10/1986,2008-2012,10,3,7,0,6*,2.33,8,0,24.13,7.42,2/14,IND,W
Mandeep Singh,Mandeep Singh,18/12/1991,2016-2016,3,3,87,0,52,43.50,0,0,-,-,,IND,W
M Markande,Mayank Markande,11/11/1997,2019-2019,1,0,0,0,0*,0.00,0,0,-,7.75,0/31,IND,W
A Mishra,Amit Mishra,24/11/1982,2010-2017,10,1,0,0,0*,0.00,16,0,15.00,6.32,3/24,IND,W
Mohammed Shami*,Mohammed Shami,03/09/1990,2014-,25,5,7,0,7*,3.50,27,0,28.19,8.95,3/15,IND,W
Mohammed Siraj*,Mohammed Siraj,13/03/1994,2017-,16,4,14,0,7,7.00,14,1,32.29,7.79,4/17,IND,W
D Mongia,Dinesh Mongia,17/04/1977,2006-2006,1,1,38,0,38*,38.00,0,0,-,-,,IND,W
T Natarajan,Thangarasu Natarajan,04/04/1991,2020-2021,4,0,0,0,0*,0.00,7,0,17.43,7.63,3/30,IND,W
P Negi,Pawan Negi,06/01/1993,2016-2016,1,0,0,0,0*,0.00,1,0,16.00,5.33,1/16,IND,W
A Nehra,Ashish Nehra,29/04/1979,2009-2017,27,5,28,0,22*,5.60,34,0,22.29,7.73,3/19,IND,W
N V Ojha,Naman Ojha,20/07/1983,2010-2010,2,2,12,0,10*,6.00,0,0,-,-,,IND,W
P P Ojha,Pragyan Ojha,05/09/1986,2009-2010,6,1,10,0,10,0.00,10,1,13.20,6.29,4/21,IND,W
D Padikkal*,Devdutt  Padikkal,07/07/2000,2021-2021,2,2,38,0,29*,19.00,0,0,-,-,,IND,W
M K Pandey,Manish Pandey,10/09/1989,2015-2020,39,33,709,0,79,44.31,0,0,-,-,,IND,W
H H Pandya*,Hardik Pandya,11/10/1993,2016-,114,90,1812,0,71,27.88,94,3,26.44,8.21,4/16,IND,W
K H Pandya,Krunal Pandya,24/03/1991,2018-2021,19,10,124,0,26,24.80,15,1,36.93,8.11,4/36,IND,W
R R Pant*,Rishabh Pant,04/10/1997,2017-,76,66,1209,0,65,23.25,0,0,-,-,,IND,W
R Parag*,Riyan  Parag,10/11/2001,2024-,9,6,106,0,34*,17.67,4,0,20.75,6.73,3/5,IND,W
Parvez Rasool,Parvez Rasool,13/02/1989,2017-2017,1,1,5,0,5*,5.00,1,0,32.00,8.00,1/32,IND,W
A R Patel*,Axar Patel,20/01/1994,2015-,71,44,535,0,65*,18.45,71,0,22.13,7.30,3/9,IND,W
H V Patel*,Harshal Patel,23/11/1990,2021-,25,10,77,0,18*,12.83,29,1,26.55,9.18,4/25,IND,W
M M Patel,Munaf Patel,12/07/1983,2011-2011,3,1,0,0,0*,0.00,4,0,21.50,8.60,2/25,IND,W
P A Patel,Parthiv Patel,09/03/1985,2011-2011,2,2,36,0,26*,18.00,0,0,-,-,,IND,W
I K Pathan,Irfan Pathan,27/10/1984,2006-2012,24,14,172,0,33,24.57,28,0,22.07,8.03,3/16,IND,W
Y K Pathan,Yusuf Pathan,17/11/1982,2007-2012,22,18,236,0,37,18.15,13,0,33.69,8.62,2/22,IND,W
M Prasidh Krishna*,Prasidh Krishna,19/02/1996,2023-,5,0,0,0,0*,0.00,8,0,27.50,11.00,3/41,IND,W
A M Rahane*,Ajinkya Rahane,06/06/1988,2011-2016,20,20,375,0,61*,20.83,0,0,-,-,,IND,W
K L Rahul*,KL Rahul,18/04/1992,2016-,72,68,2265,2,110,37.75,0,0,-,-,,IND,W
S K Raina,Suresh Raina,27/11/1986,2006-2018,78,66,1605,1,101*,29.18,13,0,34.00,7.60,2/6,IND,W
Ramandeep Singh*,Ramandeep Singh,13/04/1997,2024-,2,1,15,0,15*,15.00,1,0,42.00,12.60,1/42,IND,W
H P Rana*,Harshit Rana,22/12/2001,2025-2025,1,0,0,0,0*,0.00,3,0,11.00,8.25,3/33,IND,W
N Rana,Nitish Rana,27/12/1993,2021-2021,2,2,15,0,9*,7.50,0,0,-,-,,IND,W
R Ravi Bishnoi*,Ravi Bishnoi,05/09/2000,2022-,42,13,55,0,9,7.86,61,2,19.38,7.36,4/13,IND,W
A T Rayudu,Ambati Rayudu,23/09/1985,2014-2016,6,5,42,0,20*,10.50,0,0,-,-,,IND,W
N K Reddy*,Nitish Reddy,26/05/2003,2024-,4,3,90,0,74*,45.00,3,0,23.67,7.89,2/23,IND,W
Rinku Singh*,Rinku Singh,12/10/1997,2023-,33,24,546,0,69,42.00,2,0,1.50,3.00,2/3,IND,W
B S Sai Sudharsan*,Sai Sudharsan,15/10/2001,2024-,1,0,0,0,0*,0.00,0,0,-,-,,IND,W
N A Saini,Navdeep Saini,23/11/1992,2019-2021,11,3,12,0,11,0.00,13,0,18.08,7.16,3/17,IND,W
C Sakariya,Chetan Sakariya,28/02/1998,2021-2021,2,1,5,0,5,0.00,1,0,34.00,9.27,1/34,IND,W
S V Samson*,Sanju Samson,11/11/1994,2015-,42,38,861,3,111*,25.32,0,0,-,-,,IND,W
Sandeep Sharma,Sandeep Sharma,18/05/1993,2015-2015,2,1,1,0,1,0.00,1,0,73.00,10.43,1/39,IND,W
S Sandeep Warrier,Sandeep Warrier,04/04/1991,2021-2021,1,0,0,0,0*,0.00,0,0,-,7.67,0/23,IND,W
V Sehwag,Virender Sehwag,20/10/1978,2006-2012,19,18,394,0,68*,21.89,0,0,-,20.00,0/20,IND,W
S Shahbaz Ahmed*,Shahbaz Ahmed,11/12/1994,2023-,2,0,0,0,0*,0.00,2,0,20.50,7.69,1/13,IND,W
V Shankar,Vijay Shankar,26/01/1991,2018-2019,9,4,101,0,43*,25.25,5,0,38.20,9.10,2/32,IND,W
I Sharma,Ishant Sharma,02/09/1988,2008-2013,14,3,8,0,5,8.00,8,0,50.00,8.63,2/34,IND,W
J M Sharma*,Jitesh Sharma,22/10/1993,2023-,9,7,100,0,35*,14.29,0,0,-,-,,IND,W
K V Sharma,Karn Sharma,23/10/1987,2014-2014,1,0,0,0,0*,0.00,1,0,28.00,7.00,1/28,IND,W
M M Sharma,Mohit Sharma,18/09/1988,2014-2015,8,2,3,0,3,0.00,6,0,30.83,8.04,2/28,IND,W
R Sharma,Rahul Sharma,30/11/1986,2012-2012,2,0,0,0,0*,0.00,3,0,18.67,7.64,2/29,IND,W
R G Sharma*,Rohit Sharma,30/04/1987,2007-,159,151,4231,5,121,32.05,1,0,113.00,9.97,1/22,IND,W
P P Shaw,Prithvi Shaw,09/11/1999,2021-2021,1,1,0,0,0*,0.00,0,0,-,-,,IND,W
Shivam Mavi*,Shivam Mavi,26/11/1998,2023-,6,2,28,0,26*,14.00,7,1,17.57,8.79,4/22,IND,W
Shubman Gill*,Shubman Gill,08/09/1999,2023-,21,21,578,1,126,30.42,0,0,-,-,,IND,W
R P Singh,R P Singh,06/12/1985,2007-2009,10,2,3,0,2,0.00,15,1,15.00,6.82,4/13,IND,W
B B Sran,Barinder Sran,10/12/1992,2016-2016,2,0,0,0,0*,0.00,6,1,6.83,5.13,4/10,IND,W
S Sreesanth,Sreesanth,06/02/1983,2006-2008,10,3,20,0,19,20.00,7,0,41.14,8.47,2/12,IND,W
S R Tendulkar,Sachin Tendulkar,24/04/1973,2006-2006,1,1,10,0,10*,10.00,1,0,12.00,4.80,1/12,IND,W
S N Thakur*,Shardul Thakur,16/10/1991,2018-2022,25,6,69,0,22,23.00,33,1,23.39,9.15,4/27,IND,W
N T T Tilak Varma*,Tilak Varma,08/11/2002,2023-,25,24,749,2,120,49.93,2,0,13.00,5.20,1/5,IND,W
M K Tiwary,Manoj Tiwary,14/11/1985,2011-2012,3,1,15,0,15*,15.00,0,0,-,-,,IND,W
R A Tripathi*,Rahul Tripathi,02/03/1991,2023-,5,5,97,0,44*,19.40,0,0,-,-,,IND,W
S Tyagi,Sudeep Tyagi,19/09/1987,2009-2009,1,0,0,0,0*,0.00,0,0,-,10.50,0/21,IND,W
Umran Malik*,Umran Malik,22/11/1989,2022-,8,2,5,0,4,0.00,11,0,22.09,10.49,3/48,IND,W
J D Unadkat*,Jaydev Unadkat,18/10/1991,2016-2018,10,0,0,0,0*,0.00,14,0,21.50,8.68,3/38,IND,W
R V Uthappa,Robin Uthappa,11/11/1985,2007-2015,13,12,249,0,50*,24.90,0,0,-,-,,IND,W
C V Varun*,Varun Chakravarthy,29/08/1991,2021-,18,3,1,0,1,0.50,33,2,14.58,7.02,5/17,IND,W
M Vijay,Murali Vijay,01/04/1984,2010-2015,9,9,169,0,48*,18.78,0,0,-,4.50,0/9,IND,W
R Vinay Kumar,Vinay Kumar,12/02/1984,2010-2013,9,1,2,0,2,0.00,10,0,24.70,7.84,3/24,IND,W
Washington Sundar*,Washington Sundar,05/10/1999,2017-,54,22,193,0,50*,13.79,48,0,23.50,6.94,3/15,IND,W
M P Yadav*,Mayank Yadav,17/06/2002,2024-,3,1,1,0,1,0.00,4,0,20.75,6.92,2/32,IND,W
S A Yadav*,Suryakumar Yadav,14/09/1990,2021-,83,79,2598,4,117*,38.21,2,0,2.50,5.00,2/5,IND,W
U T Yadav*,Umesh Yadav,25/10/1987,2012-,9,2,22,0,20,22.00,12,0,23.33,9.33,2/19,IND,W
Yuvraj Singh,Yuvraj Singh,12/12/1981,2007-2017,58,51,1177,0,77,28.02,28,0,17.82,7.06,3/17,IND,W
Total Players = 119,,,,,,,,,,,,,,,IND,W
Aamer Jamal*,Aamer Jamal,05/07/1996,2022-,6,5,88,0,41*,22.00,2,0,93.50,11.11,1/13,PAK,W
Aamer Yamin,Aamer Yamin,26/06/1990,2015-2018,2,1,15,0,15,0.00,2,0,18.50,6.17,1/12,PAK,W
Abbas Afridi*,Abbas Afridi,05/05/2001,2024-,21,12,93,0,20,10.33,35,0,15.34,8.46,3/17,PAK,W
Abdul Razzaq,Abdul Razzaq,02/12/1979,2006-2013,32,29,393,0,46,20.68,20,0,19.75,6.99,3/13,PAK,W
Abdul Samad*,Abdul Samad,25/01/1998,2025-,5,4,66,0,44*,16.50,0,0,-,-,,PAK,W
Abdullah Shafique*,Abdullah Shafique,20/11/1999,2020-,6,6,64,0,41,12.80,0,0,-,-,,PAK,W
Abdur Rauf,Abdur Rauf,09/12/1978,2008-2008,1,0,0,0,0*,0.00,0,0,-,7.00,0/21,PAK,W
Abdur Rehman,Abdur Rehman,01/03/1980,2007-2013,8,5,22,0,7,11.00,11,0,17.45,7.38,2/7,PAK,W
Abrar Ahmed*,Abrar Ahmed,11/09/1998,2024-,13,2,3,0,2*,3.00,17,0,20.06,8.18,3/19,PAK,W
Ahmed Shehzad,Ahmed Shehzad,23/11/1991,2009-2019,59,59,1471,1,111,25.81,0,0,-,10.00,0/10,PAK,W
Ahsan Ali,Ahsan Ali,10/12/1993,2020-2020,2,2,36,0,36*,18.00,0,0,-,-,,PAK,W
Aizaz Cheema,Aizaz Cheema,05/09/1979,2011-2012,5,1,0,0,0,0.00,8,1,14.50,6.82,4/30,PAK,W
Anwar Ali,Anwar Ali,25/11/1987,2008-2016,16,11,109,0,46*,15.57,10,0,36.70,8.31,2/27,PAK,W
Arafat Minhas*,Arafat Minhas,02/01/2005,2023-,4,3,60,0,25*,30.00,4,0,15.50,5.17,2/11,PAK,W
Arshad Iqbal*,Arshad Iqbal,26/12/2000,2021-,3,2,0,0,0*,0.00,4,0,13.25,5.89,3/14,PAK,W
Asad Ali,Asad Ali,14/10/1988,2013-2013,2,0,0,0,0*,0.00,0,0,-,8.25,0/7,PAK,W
Asad Shafiq,Asad Shafiq,28/01/1986,2010-2012,10,10,192,0,38*,19.20,0,0,-,-,,PAK,W
Asif Ali*,Asif Ali,01/10/1991,2018-,58,51,577,0,41,15.18,0,0,-,-,,PAK,W
Awais Zia,Awais Zia,01/09/1986,2012-2014,5,5,70,0,23*,14.00,0,0,-,-,,PAK,W
Azam Khan*,Azam Khan,10/08/1998,2021-,14,13,88,0,30,8.80,0,0,-,-,,PAK,W
Babar Azam*,Babar Azam,15/10/1994,2016-,128,121,4223,3,122*,39.84,0,0,-,-,,PAK,W
Bilawal Bhatti,Bilawal Bhatti,17/09/1991,2013-2015,9,4,23,0,13,11.50,5,0,51.00,9.81,2/36,PAK,W
Danish Aziz,Danish Aziz,20/11/1995,2021-2021,2,2,37,0,22*,18.50,2,0,14.50,9.67,2/29,PAK,W
Faheem Ashraf*,Faheem Ashraf,16/01/1994,2017-,51,35,323,0,31*,12.42,39,0,26.87,7.64,3/5,PAK,W
Fakhar Zaman*,Fakhar Zaman,10/04/1990,2017-,93,85,1849,0,91*,22.55,0,0,-,12.00,0/12,PAK,W
Fawad Alam*,Fawad Alam,08/10/1985,2007-2010,24,17,194,0,28*,17.64,8,0,11.88,6.33,3/7,PAK,W
Haider Ali*,Haider Ali,02/10/2000,2020-,35,32,505,0,68*,17.41,0,0,-,-,,PAK,W
Hammad Azam,Hammad Azam,16/03/1991,2012-2013,5,4,34,0,21*,11.33,0,0,-,-,,PAK,W
Haris Rauf*,Haris Rauf,07/11/1993,2020-,85,27,100,0,13,6.67,119,4,20.99,8.28,4/18,PAK,W
Haris Sohail*,Haris Sohail,09/01/1989,2013-2019,14,13,210,0,52*,19.09,0,0,-,-,,PAK,W
Hasan Ali*,Hasan Ali,07/02/1994,2016-,54,20,130,0,23*,14.44,68,2,22.72,8.51,5/30,PAK,W
Hasan Nawaz*,Hasan Nawaz,21/08/2002,2025-,8,8,227,1,105,37.83,0,0,-,-,,PAK,W
Haseebullah Khan*,Haseebullah Khan,20/03/2003,2024-,3,3,36,0,24*,12.00,0,0,-,-,,PAK,W
Hussain Talat,Hussain Talat,12/02/1996,2018-2021,18,18,394,0,63*,24.63,4,0,13.50,9.00,2/12,PAK,W
Iftikhar Ahmed*,Iftikhar Ahmed,03/09/1990,2016-,66,55,998,0,62,24.34,8,0,43.63,7.10,3/24,PAK,W
Iftikhar Anjum,Iftikhar Anjum,01/12/1980,2007-2009,2,0,0,0,0*,0.00,1,0,67.00,8.38,1/34,PAK,W
Ihsanullah*,Ihsanullah,11/10/2002,2023-,4,1,6,0,6,0.00,6,0,18.00,7.28,3/29,PAK,W
Imad Wasim*,Imad Wasim,18/12/1988,2015-,75,50,554,0,64,15.83,73,2,21.75,6.20,5/14,PAK,W
Imam-ul-Haq*,Imam-ul-Haq,12/12/1995,2019-2019,2,2,21,0,14*,10.50,0,0,-,-,,PAK,W
Imran Farhat,Imran Farhat,20/05/1982,2010-2011,7,7,76,0,19*,10.86,0,0,-,-,,PAK,W
